date,opening_cash,external_inflows,external_outflows,trading_cash_flow,income,fees,financing_costs,internal_transfers,other_cash_flow,net_cash_movement,closing_cash,balance_confidence,cash_position_type
2019-08-05,19060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19060.00,derived,verified_account_balance
2019-08-06,19060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19060.00,derived,verified_account_balance
2019-08-07,19060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19060.00,derived,verified_account_balance
2019-08-08,19060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19060.00,derived,verified_account_balance
2019-08-09,19060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19060.00,derived,verified_account_balance
2019-08-10,19060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19060.00,derived,verified_account_balance
2019-08-11,19060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19060.00,derived,verified_account_balance
2019-08-12,19060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19060.00,derived,verified_account_balance
2019-08-13,19060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19060.00,derived,verified_account_balance
2019-08-14,19060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19060.00,derived,verified_account_balance
2019-08-15,19060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19060.00,derived,verified_account_balance
2019-08-16,19060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19060.00,derived,verified_account_balance
2019-08-17,19060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19060.00,derived,verified_account_balance
2019-08-18,19060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19060.00,derived,verified_account_balance
2019-08-19,19060.00,0.00,0.00,600.00,0.00,0.00,0.00,0.00,0.00,600.00,19660.00,derived,verified_account_balance
2019-08-20,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-08-21,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-08-22,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-08-23,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-08-24,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-08-25,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-08-26,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-08-27,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-08-28,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-08-29,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-08-30,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-08-31,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-09-01,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-09-02,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-09-03,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-09-04,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-09-05,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-09-06,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-09-07,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-09-08,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-09-09,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-09-10,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-09-11,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-09-12,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-09-13,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-09-14,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-09-15,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-09-16,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-09-17,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-09-18,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-09-19,19660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19660.00,derived,verified_account_balance
2019-09-20,19660.00,0.00,0.00,0.00,18.75,0.00,0.00,0.00,0.00,18.75,19678.75,derived,verified_account_balance
2019-09-21,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-09-22,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-09-23,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-09-24,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-09-25,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-09-26,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-09-27,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-09-28,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-09-29,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-09-30,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-01,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-02,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-03,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-04,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-05,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-06,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-07,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-08,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-09,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-10,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-11,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-12,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-13,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-14,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-15,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-16,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-17,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-18,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-19,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-20,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-21,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-22,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-23,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-24,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-25,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-26,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-27,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-28,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-29,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-30,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-10-31,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-01,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-02,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-03,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-04,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-05,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-06,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-07,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-08,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-09,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-10,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-11,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-12,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-13,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-14,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-15,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-16,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-17,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-18,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-19,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-20,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-21,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-22,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-23,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-24,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-25,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-26,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-27,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-28,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-29,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-11-30,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-01,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-02,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-03,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-04,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-05,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-06,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-07,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-08,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-09,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-10,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-11,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-12,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-13,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-14,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-15,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-16,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-17,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-18,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-19,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-20,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-21,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-22,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-23,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-24,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-25,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-26,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-27,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-28,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-29,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-30,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2019-12-31,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2020-01-01,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2020-01-02,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2020-01-03,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2020-01-04,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2020-01-05,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2020-01-06,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2020-01-07,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2020-01-08,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2020-01-09,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2020-01-10,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2020-01-11,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2020-01-12,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2020-01-13,19678.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19678.75,derived,verified_account_balance
2020-01-14,19678.75,0.00,0.00,-400.00,0.00,0.00,0.00,0.00,0.00,-400.00,19278.75,derived,verified_account_balance
2020-01-15,19278.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19278.75,derived,verified_account_balance
2020-01-16,19278.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19278.75,derived,verified_account_balance
2020-01-17,19278.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19278.75,derived,verified_account_balance
2020-01-18,19278.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19278.75,derived,verified_account_balance
2020-01-19,19278.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19278.75,derived,verified_account_balance
2020-01-20,19278.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19278.75,derived,verified_account_balance
2020-01-21,19278.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19278.75,derived,verified_account_balance
2020-01-22,19278.75,0.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,90.00,19368.75,derived,verified_account_balance
2020-01-23,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-01-24,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-01-25,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-01-26,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-01-27,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-01-28,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-01-29,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-01-30,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-01-31,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-01,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-02,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-03,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-04,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-05,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-06,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-07,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-08,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-09,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-10,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-11,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-12,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-13,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-14,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-15,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-16,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-17,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-18,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-19,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-20,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-21,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-22,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-23,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-24,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-25,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-26,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-27,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-28,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-02-29,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-03-01,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-03-02,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-03-03,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-03-04,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-03-05,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-03-06,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-03-07,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
2020-03-08,19368.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19368.75,derived,verified_account_balance
